name,target,pred,pred_score
./epidope/e1-0.csv,0,0,0.645103
./epidope/e2-0.csv,0,0,0.670901
./epidope/e3-0.csv,0,0,0.46067
./epidope/e4-0.csv,0,0,0.614983
./epidope/e5-0.csv,0,0,0.697055
./epidope/e6-0.csv,0,0,0.687521
./epidope/e7-0.csv,0,0,0.554895
./epidope/e8-0.csv,0,0,0.67017
./epidope/e9-0.csv,0,0,0.610925
./epidope/e10-0.csv,0,0,0.688921
./epidope/e11-0.csv,0,0,0.77483
./epidope/e12-0.csv,0,0,0.66947
./epidope/e13-0.csv,0,0,0.719025
./epidope/e14-0.csv,0,0,0.537263
./epidope/e15-0.csv,0,0,0.574591
./epidope/e16-0.csv,0,0,0.673706
./epidope/e17-0.csv,0,0,0.734331
./epidope/e18-0.csv,0,0,0.684026
./epidope/e19-0.csv,0,0,0.790082
./epidope/e20-0.csv,0,0,0.696773
./epidope/e21-0.csv,0,0,0.739627
./epidope/e22-0.csv,0,0,0.689316
./epidope/e23-0.csv,0,0,0.620533
./epidope/e24-0.csv,0,0,0.70014
./epidope/e25-0.csv,0,0,0.714314
./epidope/e26-0.csv,0,0,0.630429
./epidope/e27-0.csv,0,0,0.746104
./epidope/e28-0.csv,0,0,0.70885
./epidope/e29-0.csv,0,0,0.722714
./epidope/e30-0.csv,0,0,0.739596
./epidope/e31-0.csv,0,0,0.609199
./epidope/e32-0.csv,0,0,0.725594
./epidope/e33-0.csv,0,0,0.704625
./epidope/e34-0.csv,0,0,0.601464
./epidope/e35-0.csv,0,0,0.664528
./epidope/e36-0.csv,0,0,0.727714
./epidope/e37-0.csv,0,0,0.676503
./epidope/e38-0.csv,0,0,0.695239
./epidope/e39-0.csv,0,0,0.663226
./epidope/e40-0.csv,0,0,0.658207
./epidope/e41-0.csv,0,0,0.69136
./epidope/e42-0.csv,0,0,0.706838
./epidope/e43-0.csv,0,0,0.627539
./epidope/e44-0.csv,0,0,0.723537
./epidope/e45-0.csv,0,0,0.704631
./epidope/e46-0.csv,0,0,0.644512
./epidope/e47-0.csv,0,0,0.657359
./epidope/e48-0.csv,0,0,0.541513
./epidope/e49-0.csv,0,0,0.629337
./epidope/e50-0.csv,0,0,0.658469
./epidope/e51-0.csv,0,0,0.687335
./epidope/e52-0.csv,0,0,0.657417
./epidope/e53-0.csv,0,0,0.645761
./epidope/e54-0.csv,0,0,0.627243
./epidope/e55-0.csv,0,0,0.597123
./epidope/e56-0.csv,0,0,0.698616
./epidope/e57-0.csv,0,0,0.749373
./epidope/e58-0.csv,0,0,0.731563
./epidope/e59-0.csv,0,0,0.760643
./epidope/e60-0.csv,0,0,0.696779
./epidope/e61-0.csv,0,0,0.675492
./epidope/e62-0.csv,0,0,0.684388
./epidope/e63-0.csv,0,0,0.71188
./epidope/e64-0.csv,0,0,0.488181
./epidope/e65-0.csv,0,0,0.656107
./epidope/e66-0.csv,0,0,0.732747
./epidope/e67-0.csv,0,0,0.570827
./epidope/e68-0.csv,0,0,0.770438
./epidope/e69-0.csv,0,0,0.711712
./epidope/e70-0.csv,0,0,0.698349
./epidope/e71-0.csv,0,0,0.669971
./epidope/e72-0.csv,0,0,0.664024
./epidope/e73-0.csv,0,0,0.702232
./epidope/e74-0.csv,0,0,0.635062
./epidope/e75-0.csv,0,0,0.653473
./epidope/e76-0.csv,0,0,0.672413
./epidope/e77-0.csv,0,0,0.668572
./epidope/e78-0.csv,0,0,0.648124
./epidope/e79-0.csv,0,0,0.622646
./epidope/e80-0.csv,0,0,0.688303
./epidope/e81-0.csv,0,0,0.764104
./epidope/e82-0.csv,0,0,0.650814
./epidope/e83-0.csv,0,0,0.632753
./epidope/e84-0.csv,0,0,0.632042
./epidope/e85-0.csv,0,0,0.590138
./epidope/e86-0.csv,0,0,0.66041
./epidope/e87-0.csv,0,0,0.736214
./epidope/e88-0.csv,0,0,0.713042
./epidope/e89-0.csv,0,0,0.693607
./epidope/e90-0.csv,0,0,0.649216
./epidope/e91-0.csv,0,0,0.743325
./epidope/e92-0.csv,0,0,0.669282
./epidope/e93-0.csv,0,0,0.717769
./epidope/e94-0.csv,0,0,0.672421
./epidope/e95-0.csv,0,0,0.599366
./epidope/e96-0.csv,0,0,0.62693
./epidope/e97-0.csv,0,0,0.701968
./epidope/e98-0.csv,0,0,0.709423
./epidope/e99-0.csv,0,0,0.520316
./epidope/e100-0.csv,0,0,0.724393
./epidope/e101-0.csv,0,0,0.648764
./epidope/e102-0.csv,0,0,0.747123
./epidope/e103-0.csv,0,0,0.550635
./epidope/e104-0.csv,0,0,0.610735
./epidope/e105-0.csv,0,0,0.618837
./epidope/e106-0.csv,0,0,0.499038
./epidope/e107-0.csv,0,0,0.625314
./epidope/e108-0.csv,0,0,0.704111
./epidope/e109-0.csv,0,0,0.627885
./epidope/e110-0.csv,0,0,0.629957
./epidope/e111-0.csv,0,0,0.701917
./epidope/e112-0.csv,0,0,0.520148
./epidope/e113-0.csv,0,0,0.677848
./epidope/e114-0.csv,0,0,0.660743
./epidope/e115-0.csv,0,0,0.627324
./epidope/e116-0.csv,0,0,0.543164
./epidope/e117-0.csv,0,0,0.527355
./epidope/e118-0.csv,0,0,0.734539
./epidope/e119-0.csv,0,0,0.601954
./epidope/e120-0.csv,0,0,0.785909
./epidope/e121-0.csv,0,0,0.640537
./epidope/e122-0.csv,0,0,0.671363
./epidope/e123-0.csv,0,0,0.667598
./epidope/e124-0.csv,0,0,0.613529
./epidope/e125-0.csv,0,0,0.708438
./epidope/e126-0.csv,0,0,0.734323
./epidope/e127-0.csv,0,0,0.75126
./epidope/e128-0.csv,0,0,0.662109
./epidope/e129-0.csv,0,0,0.72863
./epidope/e130-0.csv,0,0,0.639169
./epidope/e131-0.csv,0,0,0.670189
./epidope/e132-0.csv,0,0,0.730839
./epidope/e133-0.csv,0,0,0.797373
./epidope/e134-0.csv,0,0,0.722211
./epidope/e135-0.csv,0,0,0.736927
./epidope/e136-0.csv,0,0,0.775124
./epidope/e137-0.csv,0,0,0.693545
./epidope/e138-0.csv,0,0,0.677273
./epidope/e139-0.csv,0,0,0.753848
./epidope/e140-0.csv,0,0,0.736509
./epidope/e141-0.csv,0,0,0.779125
./epidope/e142-0.csv,0,0,0.585218
./epidope/e143-0.csv,0,0,0.775261
./epidope/e144-0.csv,0,0,0.646191
./epidope/e145-0.csv,0,0,0.752425
./epidope/e146-0.csv,0,0,0.694773
./epidope/e147-0.csv,0,0,0.769511
./epidope/e148-0.csv,0,0,0.731351
./epidope/e149-0.csv,0,0,0.726797
./epidope/e150-0.csv,0,0,0.755709
./epidope/e151-0.csv,0,0,0.735967
./epidope/e152-0.csv,0,0,0.685483
./epidope/e153-0.csv,0,0,0.72006
./epidope/e154-0.csv,0,0,0.606523
./epidope/e155-0.csv,0,0,0.78295
./epidope/e156-0.csv,0,0,0.679153
./epidope/e157-0.csv,0,0,0.648059
./epidope/e158-0.csv,0,0,0.717413
./epidope/e159-0.csv,0,0,0.759434
./epidope/e160-0.csv,0,0,0.696957
./epidope/e161-0.csv,0,0,0.67938
./epidope/e162-0.csv,0,0,0.63563
./epidope/e163-0.csv,0,0,0.676146
./epidope/e164-0.csv,0,0,0.806777
./epidope/e165-0.csv,0,0,0.736498
./epidope/e166-0.csv,0,0,0.735818
./epidope/e167-0.csv,0,0,0.732238
./epidope/e168-0.csv,0,0,0.695639
./epidope/e169-0.csv,0,0,0.766324
./epidope/e170-0.csv,0,0,0.729919
./epidope/e171-0.csv,0,0,0.723295
./epidope/e172-0.csv,0,0,0.804629
./epidope/e173-0.csv,0,0,0.632094
./epidope/e174-0.csv,0,0,0.684309
./epidope/e175-0.csv,0,0,0.735452
./epidope/e176-0.csv,0,0,0.667078
./epidope/e177-0.csv,0,0,0.640224
./epidope/e178-0.csv,0,0,0.709707
./epidope/e179-0.csv,0,0,0.742418
./epidope/e180-0.csv,0,0,0.641259
./epidope/e181-0.csv,0,0,0.755575
./epidope/e182-0.csv,0,0,0.67303
./epidope/e183-0.csv,0,0,0.798581
./epidope/e184-0.csv,0,0,0.722731
./epidope/e185-0.csv,0,0,0.697501
./epidope/e186-0.csv,0,0,0.616106
./epidope/e187-0.csv,0,0,0.692298
./epidope/e188-0.csv,0,0,0.6199
./epidope/e189-0.csv,0,0,0.734079
./epidope/e190-0.csv,0,0,0.775372
./epidope/e191-0.csv,0,0,0.703732
./epidope/e192-0.csv,0,0,0.723694
./epidope/e193-0.csv,0,0,0.647695
./epidope/e194-0.csv,0,0,0.672429
./epidope/e195-0.csv,0,0,0.710674
./epidope/e196-0.csv,0,0,0.682473
./epidope/e197-0.csv,0,0,0.700804
./epidope/e198-0.csv,0,0,0.616254
./epidope/e199-0.csv,0,0,0.708622
./epidope/e200-0.csv,0,0,0.741362
./epidope/e201-0.csv,0,0,0.803144
./epidope/e202-0.csv,0,0,0.74817
./epidope/e203-0.csv,0,0,0.758119
./epidope/e204-0.csv,0,0,0.789477
./epidope/e205-0.csv,0,0,0.780944
./epidope/e206-0.csv,0,0,0.795369
./epidope/e207-0.csv,0,0,0.628948
./epidope/e208-0.csv,0,0,0.627999
./epidope/e209-0.csv,0,0,0.633646
./epidope/e210-0.csv,0,0,0.66635
./epidope/e211-0.csv,0,0,0.650175
./epidope/e212-0.csv,0,0,0.634328
./epidope/e213-0.csv,0,0,0.764393
./epidope/e214-0.csv,0,0,0.69183
./epidope/e215-0.csv,0,0,0.793913
./epidope/e216-0.csv,0,0,0.651163
./epidope/e217-0.csv,0,0,0.704363
./epidope/e218-0.csv,0,0,0.730846
./epidope/e219-0.csv,0,0,0.657668
./epidope/e220-0.csv,0,0,0.703755
./epidope/e221-0.csv,0,0,0.74395
./epidope/e222-0.csv,0,0,0.753741
./epidope/e223-0.csv,0,0,0.727853
./epidope/e224-0.csv,0,0,0.688408
./epidope/e225-0.csv,0,0,0.706455
./epidope/e226-0.csv,0,0,0.658226
./epidope/e227-0.csv,0,0,0.766152
./epidope/e228-0.csv,0,0,0.69324
./epidope/e229-0.csv,0,0,0.716868
./epidope/e230-0.csv,0,0,0.67439
./epidope/e231-0.csv,0,0,0.671387
./epidope/e232-0.csv,0,0,0.635258
./epidope/e233-0.csv,0,0,0.599318
./epidope/e234-0.csv,0,0,0.654141
./epidope/e235-0.csv,0,0,0.595781
./epidope/e236-0.csv,0,0,0.634009
./epidope/e237-0.csv,0,0,0.55438
./epidope/e238-0.csv,0,0,0.645296
./epidope/e239-0.csv,0,0,0.727381
./epidope/e240-0.csv,0,0,0.601253
./epidope/e241-0.csv,0,0,0.693235
./epidope/e242-0.csv,0,0,0.672172
./epidope/e243-0.csv,0,0,0.629758
./epidope/e244-0.csv,0,0,0.79494
./epidope/e245-0.csv,0,0,0.759001
./epidope/e246-0.csv,0,0,0.715442
./epidope/e247-0.csv,0,0,0.740978
./epidope/e248-0.csv,0,0,0.704024
./epidope/e249-0.csv,0,0,0.618475
./epidope/e250-0.csv,0,0,0.684096
./epidope/e251-0.csv,0,0,0.673895
./epidope/e252-0.csv,0,0,0.696065
./epidope/e253-0.csv,0,0,0.655815
./epidope/e254-0.csv,0,0,0.666961
./epidope/e255-0.csv,0,0,0.65342
./epidope/e256-0.csv,0,0,0.644102
./epidope/e257-0.csv,0,0,0.747066
./epidope/e258-0.csv,0,0,0.727474
./epidope/e259-0.csv,0,0,0.708132
./epidope/e260-0.csv,0,0,0.69381
./epidope/e261-0.csv,0,0,0.599949
./epidope/e262-0.csv,0,0,0.660372
./epidope/e263-0.csv,0,0,0.697331
./epidope/e264-0.csv,0,0,0.768001
./epidope/e265-0.csv,0,0,0.701519
./epidope/e266-0.csv,0,0,0.711323
./epidope/e267-0.csv,0,0,0.742749
./epidope/e268-0.csv,0,0,0.736245
./epidope/e269-0.csv,0,0,0.624595
./epidope/e270-0.csv,0,0,0.624023
./epidope/e271-0.csv,0,0,0.591982
./epidope/e272-0.csv,0,0,0.722983
./epidope/e273-0.csv,0,0,0.702829
