name,target,pred,pred_score
./epidope/Negative_IEDB_ID_95.csv,0,0,0.735095
./epidope/Negative_IEDB_ID_165.csv,0,0,0.628097
./epidope/Negative_IEDB_ID_179.csv,0,0,0.637084
./epidope/Negative_IEDB_ID_245.csv,0,0,0.731223
./epidope/Negative_IEDB_ID_338.csv,0,0,0.621888
./epidope/Negative_IEDB_ID_425.csv,0,0,0.718552
./epidope/Negative_IEDB_ID_442.csv,0,0,0.702697
./epidope/Negative_IEDB_ID_478.csv,0,0,0.630463
./epidope/Negative_IEDB_ID_548.csv,0,0,0.720617
./epidope/Negative_IEDB_ID_625.csv,0,0,0.721015
./epidope/Negative_IEDB_ID_907.csv,0,0,0.754076
./epidope/Negative_IEDB_ID_998.csv,0,0,0.711794
./epidope/Negative_IEDB_ID_1178.csv,0,0,0.624506
./epidope/Negative_IEDB_ID_1232.csv,0,0,0.670888
./epidope/Negative_IEDB_ID_1328.csv,0,0,0.757765
./epidope/Negative_IEDB_ID_1429.csv,0,0,0.677188
./epidope/Negative_IEDB_ID_1442.csv,0,0,0.616728
./epidope/Negative_IEDB_ID_1502.csv,0,0,0.732177
./epidope/Negative_IEDB_ID_1519.csv,0,0,0.713693
./epidope/Negative_IEDB_ID_1553.csv,0,0,0.706959
./epidope/Negative_IEDB_ID_1593.csv,0,0,0.728428
./epidope/Negative_IEDB_ID_1614.csv,0,0,0.693698
./epidope/Negative_IEDB_ID_1768.csv,0,0,0.72145
./epidope/Negative_IEDB_ID_1823.csv,0,0,0.665544
./epidope/Negative_IEDB_ID_1860.csv,0,0,0.7396
./epidope/Negative_IEDB_ID_1881.csv,0,0,0.743806
./epidope/Negative_IEDB_ID_1971.csv,0,0,0.742921
./epidope/Negative_IEDB_ID_1972.csv,0,0,0.739338
./epidope/Negative_IEDB_ID_1995.csv,0,0,0.664898
./epidope/Negative_IEDB_ID_2063.csv,0,0,0.616856
./epidope/Negative_IEDB_ID_2262.csv,0,0,0.735705
./epidope/Negative_IEDB_ID_2292.csv,0,0,0.67249
./epidope/Negative_IEDB_ID_2307.csv,0,0,0.721604
./epidope/Negative_IEDB_ID_2316.csv,0,0,0.481706
./epidope/Negative_IEDB_ID_2320.csv,0,0,0.582795
./epidope/Negative_IEDB_ID_2665.csv,0,0,0.721143
./epidope/Negative_IEDB_ID_2672.csv,0,0,0.684553
./epidope/Negative_IEDB_ID_2773.csv,0,0,0.754015
./epidope/Negative_IEDB_ID_2833.csv,0,0,0.590476
./epidope/Negative_IEDB_ID_3054.csv,0,0,0.621295
./epidope/Negative_IEDB_ID_3168.csv,0,0,0.711871
./epidope/Negative_IEDB_ID_3174.csv,0,0,0.683623
./epidope/Negative_IEDB_ID_3307.csv,0,0,0.669191
./epidope/Negative_IEDB_ID_3324.csv,0,0,0.647755
./epidope/Negative_IEDB_ID_3360.csv,0,0,0.629673
./epidope/Negative_IEDB_ID_3365.csv,0,0,0.77975
./epidope/Negative_IEDB_ID_3386.csv,0,0,0.726537
./epidope/Negative_IEDB_ID_3774.csv,0,0,0.754836
./epidope/Negative_IEDB_ID_3890.csv,0,0,0.628719
./epidope/Negative_IEDB_ID_3941.csv,0,0,0.752007
./epidope/Negative_IEDB_ID_3955.csv,0,0,0.734682
./epidope/Negative_IEDB_ID_4009.csv,0,0,0.670346
./epidope/Negative_IEDB_ID_4104.csv,0,0,0.795718
./epidope/Negative_IEDB_ID_4137.csv,0,0,0.663174
./epidope/Negative_IEDB_ID_4278.csv,0,0,0.674061
./epidope/Negative_IEDB_ID_4340.csv,0,0,0.648373
./epidope/Negative_IEDB_ID_4384.csv,0,0,0.718957
./epidope/Negative_IEDB_ID_4423.csv,0,0,0.683546
./epidope/Negative_IEDB_ID_4518.csv,0,0,0.647411
./epidope/Negative_IEDB_ID_4648.csv,0,0,0.545412
./epidope/Negative_IEDB_ID_4787.csv,0,0,0.631869
./epidope/Negative_IEDB_ID_4837.csv,0,0,0.668722
./epidope/Negative_IEDB_ID_4902.csv,0,0,0.656275
./epidope/Negative_IEDB_ID_4989.csv,0,0,0.651219
./epidope/Negative_IEDB_ID_4995.csv,0,0,0.730565
./epidope/Negative_IEDB_ID_5031.csv,0,0,0.56439
./epidope/Negative_IEDB_ID_5160.csv,0,0,0.684608
./epidope/Negative_IEDB_ID_5162.csv,0,0,0.56907
./epidope/Negative_IEDB_ID_5268.csv,0,0,0.600349
./epidope/Negative_IEDB_ID_5338.csv,0,0,0.648001
./epidope/Negative_IEDB_ID_5365.csv,0,0,0.811894
./epidope/Negative_IEDB_ID_5404.csv,0,0,0.608468
./epidope/Negative_IEDB_ID_5473.csv,0,0,0.59622
./epidope/Negative_IEDB_ID_5596.csv,0,0,0.575988
./epidope/Negative_IEDB_ID_5607.csv,0,0,0.63668
./epidope/Negative_IEDB_ID_5649.csv,0,0,0.669192
./epidope/Negative_IEDB_ID_5663.csv,0,0,0.696428
./epidope/Negative_IEDB_ID_5667.csv,0,0,0.765834
./epidope/Negative_IEDB_ID_5902.csv,0,0,0.765899
./epidope/Negative_IEDB_ID_5929.csv,0,0,0.766224
./epidope/Negative_IEDB_ID_6013.csv,0,0,0.750857
./epidope/Negative_IEDB_ID_6227.csv,0,0,0.589133
./epidope/Negative_IEDB_ID_6340.csv,0,0,0.599306
./epidope/Negative_IEDB_ID_6348.csv,0,0,0.655764
./epidope/Negative_IEDB_ID_6359.csv,0,0,0.642393
./epidope/Negative_IEDB_ID_6423.csv,0,0,0.641154
./epidope/Negative_IEDB_ID_6463.csv,0,0,0.615043
./epidope/Negative_IEDB_ID_6477.csv,0,0,0.683886
./epidope/Negative_IEDB_ID_6497.csv,0,0,0.621762
./epidope/Negative_IEDB_ID_6597.csv,0,0,0.663423
./epidope/Negative_IEDB_ID_6680.csv,0,0,0.660006
./epidope/Negative_IEDB_ID_6826.csv,0,0,0.656646
./epidope/Negative_IEDB_ID_6864.csv,0,0,0.613658
./epidope/Negative_IEDB_ID_6935.csv,0,0,0.765203
./epidope/Negative_IEDB_ID_6977.csv,0,0,0.652871
./epidope/Negative_IEDB_ID_6999.csv,0,0,0.66021
./epidope/Negative_IEDB_ID_7052.csv,0,0,0.731777
./epidope/Negative_IEDB_ID_7302.csv,0,0,0.637678
./epidope/Negative_IEDB_ID_7463.csv,0,0,0.596018
./epidope/Negative_IEDB_ID_7498.csv,0,0,0.794671
./epidope/Negative_IEDB_ID_7505.csv,0,0,0.702746
./epidope/Negative_IEDB_ID_7552.csv,0,0,0.686106
./epidope/Negative_IEDB_ID_7587.csv,0,0,0.637302
./epidope/Negative_IEDB_ID_7593.csv,0,0,0.75888
./epidope/Negative_IEDB_ID_7729.csv,0,0,0.685466
./epidope/Negative_IEDB_ID_7782.csv,0,0,0.744539
./epidope/Negative_IEDB_ID_7806.csv,0,0,0.746927
./epidope/Negative_IEDB_ID_7960.csv,0,0,0.761302
