e2-1	1	1	0.9560
e17-1	1	1	0.8564
e27-1	1	1	0.5464
e44-1	1	1	0.9560
e53-1	1	1	0.9084
e66-1	1	1	0.9560
e78-1	1	1	0.7373
e89-1	1	0	0.2048
e94-1	1	1	0.7845
e130-1	1	1	0.9560
e142-1	1	1	0.9560
e151-1	1	1	0.9560
e180-1	1	1	0.9560
e201-1	1	1	0.9560
e206-1	1	1	0.9560
e231-1	1	1	0.9560
e236-1	1	1	0.8290
e241-1	1	1	0.9560
e246-1	1	1	0.9809
e249-1	1	1	0.9914
e250-1	1	1	0.9560
e265-1	1	1	0.9560
e278-1	1	1	0.8686
e291-1	1	0	0.3332
e313-1	1	1	0.9560
e320-1	1	1	0.9560
e323-1	1	1	0.9560
e340-1	1	1	0.9560
e367-1	1	1	0.9560
e406-1	1	1	0.9560
e417-1	1	1	0.9560
e425-1	1	1	0.9560
e439-1	1	1	0.9560
e456-1	1	1	0.9560
e472-1	1	1	0.8286
e483-1	1	1	0.9560
e498-1	1	1	0.8800
e528-1	1	1	0.9560
e533-1	1	1	0.9560
e534-1	1	0	0.3431
e567-1	1	1	0.8789
e578-1	1	1	0.9560
e584-1	1	1	0.9183
e612-1	1	1	0.5542
e620-1	1	1	0.9560
e654-1	1	1	0.7908
e661-1	1	1	0.9560
e666-1	1	1	0.9560
e668-1	1	1	0.9560
e683-1	1	1	0.6530
e694-1	1	1	0.7960
e701-0	0	0	0.4145
e702-0	0	0	0.2487
e703-0	0	1	0.9560
e704-0	0	1	0.6913
e705-0	0	1	0.9560
e706-0	0	1	0.5962
e707-0	0	1	0.9560
e708-0	0	1	0.9560
e709-0	0	1	0.9560
e710-0	0	1	0.9560
e711-0	0	1	0.9560
e712-0	0	1	0.9560
e713-0	0	1	0.6011
e714-0	0	1	0.9560
e715-0	0	1	0.9560
e716-0	0	1	0.9584
e717-0	0	1	0.9560
e718-0	0	1	0.9560
e719-0	0	1	0.8276
e720-0	0	1	0.8897
e721-0	0	1	0.9560
e722-0	0	1	0.9641
e723-0	0	1	0.9560
e724-0	0	0	0.4336
e725-0	0	1	0.9560
e726-0	0	1	0.9560
e727-0	0	1	0.9560
e728-0	0	1	0.9560
e730-0	0	1	0.9560
e731-0	0	1	0.9560
e732-0	0	1	0.9432
e733-0	0	1	0.7489
e734-0	0	1	0.9560
e735-0	0	1	0.6118
e736-0	0	1	0.9560
e737-0	0	1	0.7837
e738-0	0	1	0.9560
e739-0	0	1	0.6738
e740-0	0	1	0.7993
e741-0	0	1	0.9560
e742-0	0	1	0.7687
e743-0	0	1	0.9560
e744-0	0	1	0.5919
e745-0	0	1	0.9560
e746-0	0	1	0.9560
e748-0	0	1	0.7740
e749-0	0	1	0.5941
e750-0	0	0	0.3658
e751-0	0	1	0.9560
e752-0	0	1	0.9560
e753-0	0	0	0.2523
e754-0	0	1	0.5940
e755-0	0	1	0.9560
e756-0	0	1	0.9560
e757-0	0	0	0.2202
e758-0	0	1	0.9560
e759-0	0	1	0.9560
e760-0	0	1	0.9560
e761-0	0	1	0.9088
e762-0	0	1	0.9560
e763-0	0	1	0.9560
e764-0	0	1	0.9560
e765-0	0	1	0.9560
e766-0	0	1	0.9224
e767-0	0	0	0.1034
e768-0	0	0	0.4326
e769-0	0	1	0.9560
e770-0	0	1	0.9560
e771-0	0	1	0.9560
e772-0	0	1	0.9560
e773-0	0	1	0.7007
e774-0	0	1	0.8121
e775-0	0	1	0.8229
e777-0	0	1	0.9560
e778-0	0	1	0.9560
e779-0	0	1	0.9560
e780-0	0	1	0.9560
e781-0	0	1	0.9560
e782-0	0	1	0.9560
e783-0	0	1	0.9560
e784-0	0	1	0.9291
e785-0	0	1	0.9248
e786-0	0	1	0.5384
e787-0	0	1	0.9560
e788-0	0	1	0.9560
e789-0	0	1	0.8817
e790-0	0	0	0.2796
e791-0	0	1	0.5796
e792-0	0	0	0.4190
e793-0	0	1	0.8234
e794-0	0	1	0.6205
e795-0	0	1	0.9560
e796-0	0	1	0.8992
e797-0	0	1	0.9560
e798-0	0	1	0.9560
e799-0	0	1	0.9560
e800-0	0	1	0.9560
e801-0	0	1	0.9560
e802-0	0	1	0.9560
e803-0	0	1	0.9754
e804-0	0	1	0.9560
e805-0	0	1	0.9560
e806-0	0	1	0.9560
e807-0	0	1	0.8749
e808-0	0	1	0.9560
e809-0	0	1	0.9560
e810-0	0	1	0.7210
e811-0	0	1	0.9560
e812-0	0	1	0.9560
e813-0	0	1	0.6521
e814-0	0	1	0.7697
e815-0	0	1	0.9560
e816-0	0	1	0.7513
e817-0	0	1	0.9560
e818-0	0	1	0.7466
e819-0	0	1	0.9435
e820-0	0	1	0.5529
e821-0	0	1	0.9191
e822-0	0	1	0.6504
e823-0	0	1	0.9560
e824-0	0	1	0.9560
e825-0	0	0	0.4975
e826-0	0	1	0.6319
e827-0	0	1	0.9560
e828-0	0	1	0.9560
e829-0	0	1	0.9560
e830-0	0	1	0.9560
e831-0	0	1	0.9560
e832-0	0	0	0.4938
e833-0	0	1	0.9944
e834-0	0	1	0.9560
e835-0	0	1	0.8468
e836-0	0	1	0.9560
e837-0	0	1	0.9560
e838-0	0	1	0.8288
e839-0	0	1	0.9560
e840-0	0	1	0.6440
e841-0	0	1	0.9560
e842-0	0	1	0.9987
e843-0	0	1	0.9395
e844-0	0	0	0.2548
e845-0	0	1	0.8371
e846-0	0	1	0.9560
e847-0	0	1	0.9560
e848-0	0	0	0.4445
e849-0	0	1	0.9560
e850-0	0	1	0.9560
e851-0	0	1	0.9560
e852-0	0	1	0.9967
e853-0	0	1	0.9560
e854-0	0	1	0.9560
e855-0	0	1	0.9560
e856-0	0	1	0.8852
e857-0	0	1	0.9560
e858-0	0	1	0.9560
e859-0	0	1	0.9560
e860-0	0	1	0.9560
e861-0	0	1	0.9560
e862-0	0	1	0.9560
e863-0	0	1	0.6238
e864-0	0	1	0.9560
e865-0	0	1	0.9560
e866-0	0	1	0.9560
e867-0	0	1	0.9560
e868-0	0	1	0.9560
e869-0	0	1	0.9560
e870-0	0	1	0.8000
e871-0	0	1	0.9818
e872-0	0	1	0.9560
e873-0	0	1	0.9560
e874-0	0	1	0.6514
e875-0	0	1	0.7809
e876-0	0	1	0.6684
e877-0	0	1	0.9560
e878-0	0	1	0.8352
e879-0	0	1	0.9560
e880-0	0	1	0.8011
e881-0	0	1	0.9560
e882-0	0	1	0.9560
e883-0	0	1	0.9560
e884-0	0	1	0.9560
e885-0	0	1	0.9560
e886-0	0	1	0.9560
e887-0	0	1	0.9560
e888-0	0	1	0.9560
e889-0	0	1	0.8470
e890-0	0	1	0.9560
e891-0	0	1	0.9560
e892-0	0	1	0.9560
e893-0	0	1	0.9560
e894-0	0	1	0.9720
e895-0	0	1	0.9560
e896-0	0	0	0.3859
e897-0	0	1	0.9560
e898-0	0	1	0.9560
e899-0	0	1	0.5232
e900-0	0	1	0.9560
e901-0	0	1	0.9560
e902-0	0	1	0.9560
e903-0	0	0	0.4299
e904-0	0	1	0.9560
e905-0	0	1	0.9560
e906-0	0	1	0.7848
e907-0	0	1	0.9560
e908-0	0	1	0.8841
e909-0	0	1	0.8652
e910-0	0	0	0.4291
e911-0	0	1	0.5736
e912-0	0	1	0.9858
e913-0	0	1	0.9560
e914-0	0	0	0.4050
e915-0	0	1	0.8698
e916-0	0	1	0.8912
e917-0	0	1	0.9560
e918-0	0	0	0.4450
e919-0	0	1	0.9560
e920-0	0	1	0.9560
e921-0	0	1	0.6494
e922-0	0	1	0.9560
e923-0	0	1	0.9560
e924-0	0	1	0.5459
e925-0	0	1	0.7335
e926-0	0	0	0.4180
e927-0	0	1	0.9560
e928-0	0	1	0.8358
e929-0	0	1	0.9560
e930-0	0	1	0.9560
e931-0	0	1	0.9560
e932-0	0	1	0.9543
e933-0	0	1	0.9560
e934-0	0	0	0.4343
e935-0	0	0	0.2891
e936-0	0	1	0.9171
e937-0	0	1	0.9560
e938-0	0	1	0.9560
e939-0	0	1	0.9560
e940-0	0	1	0.9560
e941-0	0	1	0.9560
e942-0	0	1	0.9560
e943-0	0	1	0.9560
e944-0	0	1	0.5275
e945-0	0	1	0.9560
e946-0	0	1	0.9560
e947-0	0	0	0.2108
e948-0	0	0	0.2975
e949-0	0	1	0.5537
e950-0	0	1	0.6015
e951-0	0	1	0.9808
e952-0	0	1	0.9560
e953-0	0	1	0.7212
e954-0	0	1	0.6681
e955-0	0	1	0.5151
e956-0	0	1	0.9560
e957-0	0	1	0.9560
e958-0	0	0	0.2981
e959-0	0	1	0.9560
e960-0	0	1	0.5768
e961-0	0	1	0.7994
e962-0	0	1	0.9560
e963-0	0	1	0.9560
e964-0	0	1	0.9560
e965-0	0	1	0.9027
e966-0	0	1	0.5013
e967-0	0	1	0.7440
e968-0	0	1	0.9515
e969-0	0	1	0.9560
e970-0	0	1	0.6514
e971-0	0	1	0.9560
e972-0	0	1	0.9560
e973-0	0	1	0.9560
e974-0	0	1	0.9560
e975-0	0	1	0.9560
e976-0	0	1	0.9560
e977-0	0	1	0.9560
e978-0	0	1	0.9560
e979-0	0	1	0.8560
e980-0	0	1	0.9560
e981-0	0	1	0.9560
e982-0	0	1	0.6842
e983-0	0	1	0.9193
e984-0	0	1	0.9560
e985-0	0	1	0.9184
e986-0	0	1	0.9560
e987-0	0	1	0.9560
e988-0	0	1	0.9560
e989-0	0	1	0.9560
e990-0	0	1	0.9471
e991-0	0	0	0.2572
